embed_x,embed_y,label,label_name,method,original_instance_id,compound_label,compound_label_name,concentration_label_id,concentration_label_name,mechanism_of_action,compound,concentration_band,concentration_label,image_condition_dir,is_control,dataset_split
-9.426048,21.66543,0,Water,umap,42,0,Control,0,control,GABAAR_Antagonist,Bicuculline,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bicuculline run 1 24 5 17/Water F5,True,train
-9.393536,21.642927,0,Water,umap,44,0,Control,0,control,GABAAR_Antagonist,Bicuculline,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bicuculline run 2 25 5 17/Water F2.3,True,train
-9.484921,21.727978,0,Water,umap,46,0,Control,0,control,GABAAR_Antagonist,Bicuculline,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bicuculline run 2 25 5 17/Water F2.5,True,train
-3.0233822,-1.4072601,1,GABAAR_Antagonist,umap,47,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/0.5mM F1,False,train
-2.7719889,-3.7117355,1,GABAAR_Antagonist,umap,48,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/0.5mM F2,False,train
-1.0116816,-4.268818,1,GABAAR_Antagonist,umap,49,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/0.5mM F3,False,train
-1.8316805,-4.571216,1,GABAAR_Antagonist,umap,51,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.5mM F3.1,False,train
-2.9980395,-2.377719,1,GABAAR_Antagonist,umap,52,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.5mM F3.2,False,train
-0.033217214,4.026431,1,GABAAR_Antagonist,umap,53,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.5mM F3.3,False,train
-1.3888223,-3.605052,1,GABAAR_Antagonist,umap,54,3,Gabazine,1,high,GABAAR_Antagonist,Gabazine,high,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.5mM F3.4,False,train
-3.0754197,-3.1617994,1,GABAAR_Antagonist,umap,56,3,Gabazine,2,mid,GABAAR_Antagonist,Gabazine,mid,0.25 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/0.25mM F2,False,train
-3.0366218,-1.1532784,1,GABAAR_Antagonist,umap,58,3,Gabazine,2,mid,GABAAR_Antagonist,Gabazine,mid,0.25 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/0.25mM F4,False,train
-2.966534,-2.1387188,1,GABAAR_Antagonist,umap,59,3,Gabazine,2,mid,GABAAR_Antagonist,Gabazine,mid,0.25 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.25mM F3.1,False,train
-0.41652042,3.8194122,1,GABAAR_Antagonist,umap,60,3,Gabazine,2,mid,GABAAR_Antagonist,Gabazine,mid,0.25 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/0.25mM F3.2,False,train
-1.3077232,-4.5055757,0,Water,umap,62,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/Water F1,True,train
-1.5065163,-4.6123915,0,Water,umap,63,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/Water F2,True,train
-2.8269942,-3.5361915,0,Water,umap,64,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/Water f4,True,train
-3.4916992,-2.0911393,0,Water,umap,65,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 1 7 July 2017/water F3,True,train
-1.2790011,-4.20703,0,Water,umap,68,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/Water F3.3,True,train
-1.5164369,-4.024055,0,Water,umap,69,0,Control,0,control,GABAAR_Antagonist,Gabazine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Gabazine Run 3 14 jUly 2017/water f3.4,True,train
13.306825,0.7284705,2,NMDAR_Activation,umap,70,4,(RS)-(Tetrazol-5-yl)glycine,1,high,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,high,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/62.5microM F1 bright but heart beat good,False,train
13.652085,0.59284896,2,NMDAR_Activation,umap,71,4,(RS)-(Tetrazol-5-yl)glycine,1,high,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,high,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/62.5microM F2 bright but heart beat good,False,train
13.813026,-0.19942518,2,NMDAR_Activation,umap,76,4,(RS)-(Tetrazol-5-yl)glycine,1,high,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,high,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 2 24 Aug 2018/62.5microM F2.3,False,train
13.786096,-0.19215272,2,NMDAR_Activation,umap,77,4,(RS)-(Tetrazol-5-yl)glycine,1,high,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,high,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 2 24 Aug 2018/62.5microM F2.4,False,train
13.373482,0.67875665,2,NMDAR_Activation,umap,79,4,(RS)-(Tetrazol-5-yl)glycine,2,mid,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,mid,31.25 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/31.25microM F1 heart beat fine,False,train
13.754165,-0.13225211,2,NMDAR_Activation,umap,80,4,(RS)-(Tetrazol-5-yl)glycine,2,mid,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,mid,31.25 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/31.25microM F3 bright but heart beat good,False,train
13.880938,0.6121813,2,NMDAR_Activation,umap,81,4,(RS)-(Tetrazol-5-yl)glycine,2,mid,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,mid,31.25 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/31.25microM F4 bright throughout but heart beat good,False,train
7.040086,-2.2171893,2,NMDAR_Activation,umap,82,4,(RS)-(Tetrazol-5-yl)glycine,2,mid,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,mid,31.25 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/31.25microM F5,False,train
-3.8449876,2.3244908,0,Water,umap,83,0,Control,0,control,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/Water F1,True,train
-3.9452825,-0.028483538,0,Water,umap,86,0,Control,0,control,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 1 21 aug 2018/water F2,True,train
-2.2871232,3.4516897,0,Water,umap,88,0,Control,0,control,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 2 24 Aug 2018/Water F2.2,True,train
-3.587247,2.41572,0,Water,umap,89,0,Control,0,control,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 2 24 Aug 2018/Water F2.3,True,train
-3.8700955,-2.9313152,0,Water,umap,90,0,Control,0,control,NMDAR_Activation,(RS)-(Tetrazol-5-yl)glycine,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Rs tetrazol Glycine (RsT) Run 2 24 Aug 2018/Water F2.4,True,train
0.020572355,4.0575824,2,NMDAR_Activation,umap,93,5,Cis-ACPD,1,high,NMDAR_Activation,Cis-ACPD,high,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/1mM F3,False,train
-0.5312634,4.119786,2,NMDAR_Activation,umap,94,5,Cis-ACPD,1,high,NMDAR_Activation,Cis-ACPD,high,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/1mM F4,False,train
-3.1453764,0.6205969,2,NMDAR_Activation,umap,96,5,Cis-ACPD,1,high,NMDAR_Activation,Cis-ACPD,high,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/1mM F2.4,False,train
-3.9609973,1.9208806,2,NMDAR_Activation,umap,98,5,Cis-ACPD,1,high,NMDAR_Activation,Cis-ACPD,high,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/1mm f2.3,False,train
-4.269549,1.1545368,2,NMDAR_Activation,umap,100,5,Cis-ACPD,2,mid,NMDAR_Activation,Cis-ACPD,mid,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/0.5mM F2,False,train
-3.6535492,2.5911026,2,NMDAR_Activation,umap,101,5,Cis-ACPD,2,mid,NMDAR_Activation,Cis-ACPD,mid,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/0.5mM F3,False,train
-2.7978506,-3.7244487,2,NMDAR_Activation,umap,102,5,Cis-ACPD,2,mid,NMDAR_Activation,Cis-ACPD,mid,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/0.5mM F4,False,train
-3.322914,-3.7408597,2,NMDAR_Activation,umap,103,5,Cis-ACPD,2,mid,NMDAR_Activation,Cis-ACPD,mid,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/0.5mM F2.1,False,train
-0.97795516,3.5064466,2,NMDAR_Activation,umap,105,5,Cis-ACPD,2,mid,NMDAR_Activation,Cis-ACPD,mid,0.5 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/0.5mM F2.5,False,train
-3.3740714,2.9250984,0,Water,umap,106,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/Water F1,True,train
-4.017618,-1.7205548,0,Water,umap,107,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/Water F3,True,train
-1.4143803,3.3614333,0,Water,umap,108,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/Water F4,True,train
-2.4948595,-3.7354796,0,Water,umap,109,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 1 21 May 2018/Water F5 run from zero,True,train
-4.4776196,1.1549845,0,Water,umap,112,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/Water F2.4,True,train
-1.4777794,3.487549,0,Water,umap,114,0,Control,0,control,NMDAR_Activation,Cis-ACPD,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/CisACPD Run 2 4 June 2018/water F2.2,True,train
13.547713,0.6949814,2,NMDAR_Activation,umap,115,6,N-methyl-D-aspartate,1,high,NMDAR_Activation,N-methyl-D-aspartate,high,2 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/2mM F1.1,False,train
13.894809,0.64324236,2,NMDAR_Activation,umap,116,6,N-methyl-D-aspartate,1,high,NMDAR_Activation,N-methyl-D-aspartate,high,2 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/2mM F1.2,False,train
13.95457,0.60925967,2,NMDAR_Activation,umap,119,6,N-methyl-D-aspartate,1,high,NMDAR_Activation,N-methyl-D-aspartate,high,2 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Jan 2017/2mM NMDA F1,False,train
13.289041,0.7016649,2,NMDAR_Activation,umap,120,6,N-methyl-D-aspartate,1,high,NMDAR_Activation,N-methyl-D-aspartate,high,2 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Jan 2017/2mM NMDA F2,False,train
13.949259,0.5630709,2,NMDAR_Activation,umap,122,6,N-methyl-D-aspartate,1,high,NMDAR_Activation,N-methyl-D-aspartate,high,2 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Jan 2017/2mM NMDA F4,False,train
13.935034,0.23552494,2,NMDAR_Activation,umap,123,6,N-methyl-D-aspartate,2,mid,NMDAR_Activation,N-methyl-D-aspartate,mid,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/1mM F1.1,False,train
-1.4379255,-4.2884374,2,NMDAR_Activation,umap,124,6,N-methyl-D-aspartate,2,mid,NMDAR_Activation,N-methyl-D-aspartate,mid,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/1mM F1.2,False,train
0.05448223,4.4233894,2,NMDAR_Activation,umap,127,6,N-methyl-D-aspartate,2,mid,NMDAR_Activation,N-methyl-D-aspartate,mid,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/1mM F1.6,False,train
14.018795,0.55452466,2,NMDAR_Activation,umap,128,6,N-methyl-D-aspartate,2,mid,NMDAR_Activation,N-methyl-D-aspartate,mid,1 mM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Jan 2017/1mM NMDA F1,False,train
-1.2424067,4.4107738,0,Water,umap,129,0,Control,0,control,NMDAR_Activation,N-methyl-D-aspartate,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/water F1.1,True,train
-3.0554624,-0.55238664,0,Water,umap,130,0,Control,0,control,NMDAR_Activation,N-methyl-D-aspartate,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/water F1.2,True,train
-3.6523943,2.128293,0,Water,umap,131,0,Control,0,control,NMDAR_Activation,N-methyl-D-aspartate,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Dec 2016/water F1.3,True,train
-3.6738017,1.5012345,0,Water,umap,136,0,Control,0,control,NMDAR_Activation,N-methyl-D-aspartate,control,control,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/NMDA 16 Jan 2017/Water F4,True,train
-3.3561037,2.719727,3,AChE_Inhibitor_Reversible,umap,139,7,Donepezil,1,high,AChE_Inhibitor_Reversible,Donepezil,high,125 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 8 Dec 2016/125microM Don F1.4,False,train
-1.939107,-4.395297,3,AChE_Inhibitor_Reversible,umap,142,7,Donepezil,1,high,AChE_Inhibitor_Reversible,Donepezil,high,125 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 9 Dec 2016/125microM Don F2.2,False,train
-3.975468,0.2760622,3,AChE_Inhibitor_Reversible,umap,143,7,Donepezil,1,high,AChE_Inhibitor_Reversible,Donepezil,high,125 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 9 Dec 2016/125microM Don F2.3,False,train
-9.45138,21.70043,3,AChE_Inhibitor_Reversible,umap,144,7,Donepezil,1,high,AChE_Inhibitor_Reversible,Donepezil,high,125 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 9 Dec 2016/125microM Don F2.4,False,train
-2.2956717,1.0890843,3,AChE_Inhibitor_Reversible,umap,145,7,Donepezil,2,mid,AChE_Inhibitor_Reversible,Donepezil,mid,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 8 Dec 2016/62.5microM Don F1.1,False,train
-2.3847988,3.1450944,3,AChE_Inhibitor_Reversible,umap,146,7,Donepezil,2,mid,AChE_Inhibitor_Reversible,Donepezil,mid,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 8 Dec 2016/62.5microM Don F1.2,False,train
-3.9293966,-2.8287733,3,AChE_Inhibitor_Reversible,umap,147,7,Donepezil,2,mid,AChE_Inhibitor_Reversible,Donepezil,mid,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 8 Dec 2016/62.5microM Don F1.5,False,train
-2.4855816,3.0592804,3,AChE_Inhibitor_Reversible,umap,149,7,Donepezil,2,mid,AChE_Inhibitor_Reversible,Donepezil,mid,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 9 Dec 2016/62.5microM Don F2.2,False,train
-3.7173822,-3.2016103,3,AChE_Inhibitor_Reversible,umap,150,7,Donepezil,2,mid,AChE_Inhibitor_Reversible,Donepezil,mid,62.5 uM,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/SECOND BATCH convulsants/Donepezil 9 Dec 2016/62.5microM Don F2.4,False,train
